sub_folder_name,model_name,precision_class,recall_class,f1_class,n_classes,precision_rel,recall_rel,f1_rel,score_rel,max_score,n_rel,exception_occurred
School,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.56,0.56,0.56,9,0.43,0.55,0.48,10,55,11,False
School,mlx-community-Llama-3.2-3B-Instruct-4bit,0.56,0.56,0.56,9,0.36,0.36,0.36,6,55,11,False
School,few2-mlx-community-phi-4-8bit,0.62,0.56,0.59,9,0.55,0.55,0.55,8,55,11,False
School,few2-gpt-3.5-turbo,0.71,0.56,0.63,9,0.67,0.36,0.47,5,55,11,False
School,few2-mistral-small-2506,0.71,0.56,0.63,9,1,0.82,0.95,15,55,11,False
School,codestral-2508,0.71,0.56,0.63,9,0.89,0.73,0.8,16,55,11,False
School,mlx-community-phi-4-8bit,0.71,0.56,0.63,9,0.92,1.0,0.96,19,55,11,False
School,gpt-4o-mini,0.83,0.56,0.67,9,1,0.82,1,13,55,11,False
School,cot-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.83,0.56,0.67,9,0.67,0.36,0.47,5,55,11,False
School,few2-gpt-5,0.5,0.44,0.47,9,0.11,0.09,0.1,3,55,11,False
School,cot2-gpt-5-nano,0.62,0.56,0.59,9,0.5,0.36,0.42,6,55,11,False
School,cot-gpt-5-mini,0.78,0.78,0.78,9,0.71,0.45,0.56,7,55,11,False
School,few2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,11,True
School,mlx-community-gemma-3-4b-it-5bit,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,11,True
School,cot2-gpt-4o,0.71,0.56,0.63,9,0.83,0.45,0.59,11,55,11,False
School,few2-deepseek-chat,0.57,0.44,0.5,9,0.56,0.45,0.5,7,55,11,False
School,cot-gpt-4o-mini,0.71,0.56,0.63,9,0.57,0.36,0.44,4,55,11,False
School,few-mlx-community-Falcon3-10B-Instruct-6bit,0.71,0.56,0.63,9,1.0,0.64,0.78,9,55,11,False
School,mistral-small-2506,0.71,0.56,0.63,9,1,1,1,19,55,11,False
School,few-mlx-community-Llama-3.2-3B-Instruct-4bit,0.56,0.56,0.56,9,0.44,0.36,0.4,6,55,11,False
School,gpt-5-mini,0.78,0.78,0.78,9,0.73,0.73,0.73,21,55,11,False
School,few-gpt-3.5-turbo,1.0,0.56,0.71,9,1,0.73,0.94,10,55,11,False
School,cot2-o3-mini,0.57,0.44,0.5,9,0.5,0.36,0.42,7,55,11,False
School,cot-o3-mini,0.71,0.56,0.63,9,0.71,0.45,0.56,7,55,11,False
School,cot2-mlx-community-Falcon3-10B-Instruct-6bit,0.75,0.67,0.71,9,0.78,0.64,0.7,9,55,11,False
School,claude-3-7-sonnet-20250219,0.88,0.78,0.82,9,1,0.82,1,24,55,11,False
School,few-mistral-small-2506,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,11,True
School,few-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.67,0.44,0.53,9,0.44,0.36,0.4,4,55,11,False
School,few-claude-sonnet-4-5-20250929,0.67,0.67,0.67,9,0.25,0.18,0.21,6,55,11,False
School,cot2-gpt-5-mini,0.67,0.67,0.67,9,0.71,0.45,0.56,6,55,11,False
School,cot2-deepseek-chat,0.62,0.56,0.59,9,0.73,0.73,0.73,12,55,11,False
School,cot-gpt-5-nano,0.62,0.56,0.59,9,0.5,0.36,0.42,5,55,11,False
School,few-deepseek-chat,0.5,0.44,0.47,9,0.44,0.36,0.4,7,55,11,False
School,mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.83,0.56,0.67,9,0.88,0.64,0.74,10,55,11,False
School,o3-mini,0.75,0.67,0.71,9,1.0,0.91,0.95,22,55,11,False
School,cot-claude-3-7-sonnet-20250219,0.83,0.56,0.67,9,0.5,0.36,0.42,5,55,11,False
School,cot2-mistral-large-2411,0.62,0.56,0.59,9,0.88,0.64,0.74,12,55,11,False
School,few2-gpt-4-turbo,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,11,True
School,cot2-gpt-4-turbo,0.57,0.44,0.5,9,0.5,0.36,0.42,4,55,11,False
School,gemini-2.5-flash,0.86,0.67,0.75,9,1,0.82,0.95,16,55,11,False
School,cot2-codestral-2508,0.62,0.56,0.59,9,0.44,0.36,0.4,5,55,11,False
School,cot-mlx-community-Llama-3.2-3B-Instruct-4bit,0.71,0.56,0.63,9,0.9,0.82,0.86,13,55,11,False
School,gpt-5-nano,0.71,0.56,0.63,9,1,0.64,0.88,11,55,11,False
School,cot2-mlx-community-gemma-3-4b-it-5bit,0.8,0.44,0.57,9,1.0,0.64,0.78,15,55,11,False
School,few2-mlx-community-Falcon3-10B-Instruct-6bit,0.71,0.56,0.63,9,0.7,0.64,0.67,8,55,11,False
School,cot-gpt-5,0.62,0.56,0.59,9,0.71,0.45,0.56,7,55,11,False
School,cot2-gpt-3.5-turbo,0.62,0.56,0.59,9,0.62,0.45,0.53,8,55,11,False
School,cot-mistral-large-2411,0.71,0.56,0.63,9,0.44,0.36,0.4,5,55,11,False
School,few-gemini-2.5-flash,0.86,0.67,0.75,9,1,0.82,0.95,24,55,11,False
FitnessCompanyConan,few-mlx-community-Llama-3.2-3B-Instruct-4bit,1.0,0.75,0.86,8,0.01,0.78,0.01,17,45,9,False
OnlineTutoringSystem,cot2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
School,deepseek-chat,0.71,0.56,0.63,9,1,1.0,1,21,55,11,False
School,cot2-gpt-5,0.75,0.67,0.71,9,0.71,0.45,0.56,9,55,11,False
School,few-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.83,0.56,0.67,9,0.88,0.64,0.74,10,55,11,False
School,few-gpt-4-turbo,0.71,0.56,0.63,9,0.57,0.36,0.44,8,55,11,False
School,cot2-claude-3-7-sonnet-20250219,0.67,0.67,0.67,9,0.83,0.91,0.87,16,55,11,False
School,few2-mlx-community-gemma-3-4b-it-5bit,0.8,0.44,0.57,9,0.67,0.36,0.47,6,55,11,False
OnlineTutoringSystem,cot2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
OnlineTutoringSystem,cot-mistral-small-2506,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
OnlineTutoringSystem,cot-mlx-community-Falcon3-10B-Instruct-6bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
School,few2-claude-3-7-sonnet-20250219,0.78,0.78,0.78,9,0.73,0.73,0.73,26,55,11,False
OnlineTutoringSystem,few-gpt-5-nano,0.54,0.58,0.56,12,0.29,0.4,0.33,19,75,15,False
OnlineTutoringSystem,cot-gpt-3.5-turbo,0.6,0.25,0.35,12,0,0,0,0,75,15,False
OnlineTutoringSystem,few-mlx-community-phi-4-8bit,0.83,0.42,0.56,12,0.67,0.27,0.38,14,75,15,False
OnlineTutoringSystem,few-mlx-community-gemma-3-4b-it-5bit,0.8,0.33,0.47,12,0.25,0.07,0.11,4,75,15,False
OnlineTutoringSystem,cot2-claude-sonnet-4-5-20250929,0.67,0.5,0.57,12,0.33,0.27,0.3,8,75,15,False
OnlineTutoringSystem,few2-claude-sonnet-4-5-20250929,0.78,0.58,0.67,12,0.58,0.47,0.52,28,75,15,False
OnlineTutoringSystem,few-mistral-large-2411,0.83,0.42,0.56,12,0.14,0.07,0.09,2,75,15,False
OnlineTutoringSystem,few-claude-3-7-sonnet-20250219,0.86,0.5,0.63,12,0.38,0.2,0.26,13,75,15,False
OnlineTutoringSystem,few2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.57,0.33,0.42,12,0.17,0.07,0.1,4,75,15,False
OnlineTutoringSystem,few2-codestral-2508,1.0,0.58,0.74,12,0.86,0.4,0.55,23,75,15,False
OnlineTutoringSystem,cot-gpt-4-turbo,0.8,0.33,0.47,12,0,0,0,0,75,15,False
OnlineTutoringSystem,few-codestral-2508,0.78,0.58,0.67,12,0.5,0.47,0.48,27,75,15,False
OnlineTutoringSystem,gpt-5,0.58,0.58,0.58,12,0.36,0.53,0.43,29,75,15,False
OnlineTutoringSystem,mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.71,0.42,0.53,12,0.08,0.07,0.07,3,75,15,False
OnlineTutoringSystem,few2-gpt-5-mini,0.64,0.58,0.61,12,0.47,0.47,0.47,24,75,15,False
OnlineTutoringSystem,few2-gpt-4o-mini,0.75,0.5,0.6,12,0.86,0.4,0.55,22,75,15,False
OnlineTutoringSystem,few2-o3-mini,0.78,0.58,0.67,12,0.5,0.47,0.48,25,75,15,False
OnlineTutoringSystem,few-gpt-4o,0.86,0.5,0.63,12,0.56,0.33,0.42,7,75,15,False
OnlineTutoringSystem,cot-claude-sonnet-4-5-20250929,0.78,0.58,0.67,12,0.54,0.47,0.5,25,75,15,False
OnlineTutoringSystem,gpt-4-turbo,0.88,0.58,0.7,12,0.7,0.47,0.56,29,75,15,False
OnlineTutoringSystem,cot-deepseek-chat,0.78,0.58,0.67,12,0.4,0.4,0.4,14,75,15,False
OnlineTutoringSystem,cot2-mistral-small-2506,0.64,0.58,0.61,12,0.46,0.4,0.43,19,75,15,False
OnlineTutoringSystem,gpt-4o,0.7,0.58,0.64,12,0.58,0.47,0.52,22,75,15,False
OnlineTutoringSystem,few-gpt-4o-mini,1.0,0.5,0.67,12,1,0.4,0.6,22,75,15,False
OnlineTutoringSystem,few-gpt-5-mini,0.7,0.58,0.64,12,0.44,0.53,0.48,25,75,15,False
OnlineTutoringSystem,cot2-gpt-4o-mini,0.41,0.58,0.48,12,0.33,0.33,0.33,17,75,15,False
OnlineTutoringSystem,few2-gemini-2.5-flash,0.78,0.58,0.67,12,0.64,0.47,0.54,23,75,15,False
OnlineTutoringSystem,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
OnlineTutoringSystem,mistral-large-2411,0.67,0.5,0.57,12,0.29,0.27,0.28,14,75,15,False
OnlineTutoringSystem,cot-gpt-4o,0.67,0.33,0.44,12,0.4,0.27,0.32,8,75,15,False
OnlineTutoringSystem,cot-codestral-2508,0.89,0.67,0.76,12,0.36,0.27,0.31,11,75,15,False
OnlineTutoringSystem,mlx-community-Falcon3-10B-Instruct-6bit,0.33,0.33,0.33,12,0,0,0,0,75,15,False
OnlineTutoringSystem,cot2-gemini-2.5-flash,0.36,0.33,0.35,12,0,0,0,0,75,15,False
OnlineTutoringSystem,few-gpt-5,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
OnlineTutoringSystem,few2-gpt-3.5-turbo,0.75,0.5,0.6,12,0.11,0.07,0.08,2,75,15,False
OnlineTutoringSystem,cot-mlx-community-gemma-3-4b-it-5bit,0.57,0.33,0.42,12,0,0,0,0,75,15,False
OnlineTutoringSystem,gpt-3.5-turbo,0.8,0.33,0.47,12,0,0,0,0,75,15,False
OnlineTutoringSystem,claude-sonnet-4-5-20250929,0.78,0.58,0.67,12,0.53,0.53,0.53,30,75,15,False
OnlineTutoringSystem,mlx-community-Llama-3.2-3B-Instruct-4bit,0.62,0.42,0.5,12,0.14,0.13,0.14,4,75,15,False
OnlineTutoringSystem,cot2-mlx-community-Falcon3-10B-Instruct-6bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
OnlineTutoringSystem,cot-mlx-community-phi-4-8bit,0.58,0.58,0.58,12,0.39,0.47,0.42,21,75,15,False
OnlineTutoringSystem,few2-gpt-4o,0.83,0.42,0.56,12,0.44,0.27,0.33,11,75,15,False
OnlineTutoringSystem,cot2-mlx-community-phi-4-8bit,0.4,0.33,0.36,12,0,0,0,0,75,15,False
OnlineTutoringSystem,few2-mistral-small-2506,0.88,0.58,0.7,12,0.88,0.47,0.61,24,75,15,False
OnlineTutoringSystem,few2-gpt-5-nano,0.7,0.58,0.64,12,0.42,0.33,0.37,20,75,15,False
OnlineTutoringSystem,few2-mlx-community-phi-4-8bit,0.83,0.42,0.56,12,0.67,0.27,0.38,14,75,15,False
OnlineTutoringSystem,cot-gemini-2.5-flash,0.58,0.58,0.58,12,0.27,0.47,0.34,14,75,15,False
OnlineTutoringSystem,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.5,0.42,0.45,12,0.08,0.07,0.07,3,75,15,False
OnlineTutoringSystem,few2-mistral-large-2411,0.83,0.42,0.56,12,0.1,0.07,0.08,3,75,15,False
OnlineTutoringSystem,few-o3-mini,0.78,0.58,0.67,12,0.54,0.47,0.5,22,75,15,False
OnlineTutoringSystem,codestral-2508,0.88,0.58,0.7,12,0.7,0.47,0.56,18,75,15,False
OnlineTutoringSystem,gpt-4o-mini,0.88,0.58,0.7,12,0.44,0.27,0.33,12,75,15,False
OnlineTutoringSystem,mlx-community-phi-4-8bit,0.67,0.5,0.57,12,0.42,0.53,0.47,22,75,15,False
OnlineTutoringSystem,cot-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.5,0.33,0.4,12,0,0,0,0,75,15,False
OnlineTutoringSystem,cot-gpt-5-mini,0.56,0.42,0.48,12,0.38,0.33,0.36,11,75,15,False
OnlineTutoringSystem,cot2-gpt-4o,0.88,0.58,0.7,12,0.62,0.33,0.43,12,75,15,False
OnlineTutoringSystem,cot-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.33,0.58,0.42,12,0.15,0.13,0.14,4,75,15,False
OnlineTutoringSystem,few2-gpt-5,0.64,0.58,0.61,12,0.33,0.4,0.36,21,75,15,False
OnlineTutoringSystem,cot2-gpt-5-nano,0.41,0.58,0.48,12,0.25,0.33,0.29,14,75,15,False
OnlineTutoringSystem,few-mlx-community-Llama-3.2-3B-Instruct-4bit,0.38,0.42,0.4,12,0.09,0.07,0.08,1,75,15,False
OnlineTutoringSystem,gpt-5-mini,0.47,0.58,0.52,12,0.27,0.4,0.32,20,75,15,False
OnlineTutoringSystem,mistral-small-2506,0.67,0.5,0.57,12,0.45,0.33,0.38,16,75,15,False
OnlineTutoringSystem,few2-deepseek-chat,0.78,0.58,0.67,12,0.64,0.47,0.54,26,75,15,False
OnlineTutoringSystem,mlx-community-gemma-3-4b-it-5bit,0.8,0.33,0.47,12,0.17,0.07,0.1,2,75,15,False
OnlineTutoringSystem,cot-gpt-4o-mini,0.71,0.42,0.53,12,0.14,0.07,0.09,4,75,15,False
OnlineTutoringSystem,o3-mini,0.78,0.58,0.67,12,0.58,0.47,0.52,27,75,15,False
OnlineTutoringSystem,few2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.86,0.5,0.63,12,0.25,0.13,0.17,8,75,15,False
OnlineTutoringSystem,cot2-mistral-large-2411,0.64,0.58,0.61,12,0.5,0.4,0.44,20,75,15,False
OnlineTutoringSystem,cot2-mlx-community-gemma-3-4b-it-5bit,0.8,0.33,0.47,12,0.17,0.07,0.1,1,75,15,False
OnlineTutoringSystem,cot2-o3-mini,0.78,0.58,0.67,12,0.6,0.4,0.48,21,75,15,False
OnlineTutoringSystem,few-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.6,0.5,0.55,12,0.28,0.47,0.35,24,75,15,False
OnlineTutoringSystem,cot-o3-mini,0.78,0.58,0.67,12,0.36,0.27,0.31,6,75,15,False
OnlineTutoringSystem,few-gpt-3.5-turbo,1.0,0.58,0.74,12,0.14,0.07,0.09,1,75,15,False
OnlineTutoringSystem,few-mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.5,0.67,12,0.57,0.27,0.36,12,75,15,False
OnlineTutoringSystem,few-claude-sonnet-4-5-20250929,0.7,0.58,0.64,12,0.54,0.47,0.5,27,75,15,False
OnlineTutoringSystem,cot2-deepseek-chat,0.5,0.58,0.54,12,0.44,0.47,0.45,22,75,15,False
OnlineTutoringSystem,cot-claude-3-7-sonnet-20250219,0.88,0.58,0.7,12,0.18,0.13,0.15,8,75,15,False
OnlineTutoringSystem,deepseek-chat,0.64,0.58,0.61,12,0.4,0.53,0.46,30,75,15,False
OnlineTutoringSystem,claude-3-7-sonnet-20250219,0.75,0.5,0.6,12,0.3,0.2,0.24,13,75,15,False
OnlineTutoringSystem,mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.36,0.33,0.35,12,0,0,0,0,75,15,False
OnlineTutoringSystem,cot2-gpt-5-mini,0.45,0.42,0.43,12,0.31,0.33,0.32,12,75,15,False
OnlineTutoringSystem,cot-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,15,True
OnlineTutoringSystem,cot-gpt-5-nano,0.78,0.58,0.67,12,0.58,0.47,0.52,12,75,15,False
OnlineTutoringSystem,cot-mistral-large-2411,0.83,0.42,0.56,12,0.17,0.07,0.1,4,75,15,False
OnlineTutoringSystem,few-mistral-small-2506,0.78,0.58,0.67,12,0.88,0.47,0.61,19,75,15,False
BusTransportationManagementSystem,few2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,few-gpt-5-nano,0.25,0.33,0.29,6,0,0,0,0,20,4,False
OnlineTutoringSystem,cot2-codestral-2508,0.78,0.58,0.67,12,0.5,0.47,0.48,24,75,15,False
BusTransportationManagementSystem,cot2-claude-sonnet-4-5-20250929,0.57,0.67,0.62,6,0,0,0,0,20,4,False
OnlineTutoringSystem,few-deepseek-chat,0.78,0.58,0.67,12,0.8,0.53,0.64,27,75,15,False
BusTransportationManagementSystem,few2-claude-sonnet-4-5-20250929,0.5,0.5,0.5,6,0,0,0,0,20,4,False
OnlineTutoringSystem,few-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.44,0.33,0.38,12,0.12,0.07,0.09,4,75,15,False
OnlineTutoringSystem,few2-mlx-community-gemma-3-4b-it-5bit,1.0,0.33,0.5,12,0.2,0.07,0.1,4,75,15,False
OnlineTutoringSystem,few2-gpt-4-turbo,1.0,0.42,0.59,12,0.4,0.13,0.2,8,75,15,False
BusTransportationManagementSystem,gpt-5,0.43,0.5,0.46,6,0,0,0,0,20,4,False
OnlineTutoringSystem,few2-mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.42,0.59,12,0.5,0.13,0.21,8,75,15,False
BusTransportationManagementSystem,few2-o3-mini,0.17,0.17,0.17,6,0,0,0,0,20,4,False
OnlineTutoringSystem,gemini-2.5-flash,0.7,0.58,0.64,12,0.29,0.33,0.31,17,75,15,False
OnlineTutoringSystem,cot2-gpt-4-turbo,0.7,0.58,0.64,12,0.38,0.33,0.36,16,75,15,False
OnlineTutoringSystem,cot2-gpt-3.5-turbo,0.25,0.25,0.25,12,0,0,0,0,75,15,False
OnlineTutoringSystem,gpt-5-nano,0.56,0.42,0.48,12,0.18,0.13,0.15,7,75,15,False
OnlineTutoringSystem,few2-claude-3-7-sonnet-20250219,0.75,0.5,0.6,12,0.3,0.2,0.24,13,75,15,False
BusTransportationManagementSystem,cot2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,cot-gpt-3.5-turbo,0.67,0.67,0.67,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,few-mistral-large-2411,0.67,0.67,0.67,6,0,0,0,0,20,4,False
OnlineTutoringSystem,cot2-claude-3-7-sonnet-20250219,0.78,0.58,0.67,12,0.42,0.33,0.37,19,75,15,False
OnlineTutoringSystem,cot-gpt-5,0.58,0.58,0.58,12,0.37,0.47,0.41,14,75,15,False
BusTransportationManagementSystem,few-mlx-community-gemma-3-4b-it-5bit,0.33,0.33,0.33,6,0,0,0,0,20,4,False
OnlineTutoringSystem,cot2-gpt-5,0.41,0.58,0.48,12,0.24,0.47,0.32,26,75,15,False
BusTransportationManagementSystem,cot-gpt-4-turbo,0.6,0.5,0.55,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-mlx-community-Falcon3-10B-Instruct-6bit,0.5,0.5,0.5,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-claude-3-7-sonnet-20250219,0.33,0.33,0.33,6,0,0,0,0,20,4,False
OnlineTutoringSystem,few-gpt-4-turbo,1.0,0.42,0.59,12,0.5,0.07,0.12,3,75,15,False
OnlineTutoringSystem,few-gemini-2.5-flash,0.7,0.58,0.64,12,0.53,0.53,0.53,25,75,15,False
BusTransportationManagementSystem,cot2-gpt-4o-mini,0.22,0.33,0.27,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-gemini-2.5-flash,0.14,0.17,0.15,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-mistral-small-2506,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-mlx-community-phi-4-8bit,0.29,0.33,0.31,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-codestral-2508,0.38,0.5,0.43,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,gpt-4o,0.67,0.67,0.67,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-gpt-4o,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-gpt-5-mini,0.43,0.5,0.46,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-deepseek-chat,0.5,0.67,0.57,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,gpt-4-turbo,0.67,0.67,0.67,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-gpt-5-nano,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,cot-claude-sonnet-4-5-20250929,0.67,0.67,0.67,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-gpt-4o-mini,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-o3-mini,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-mlx-community-gemma-3-4b-it-5bit,0.38,0.5,0.43,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-codestral-2508,0.67,0.67,0.67,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,claude-sonnet-4-5-20250929,0.8,0.67,0.73,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,mistral-large-2411,1.0,0.67,0.8,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,mlx-community-Falcon3-10B-Instruct-6bit,0.5,0.5,0.5,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-codestral-2508,0.67,0.67,0.67,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-gpt-5-mini,0.18,0.33,0.24,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-mistral-small-2506,0.25,0.33,0.29,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,few-gpt-5,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,cot2-gemini-2.5-flash,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-gpt-4o,0.57,0.67,0.62,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-mlx-community-phi-4-8bit,0.3,0.5,0.37,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,gpt-3.5-turbo,0.2,0.17,0.18,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-mlx-community-phi-4-8bit,0.38,0.5,0.43,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-gemini-2.5-flash,0.5,0.5,0.5,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-gpt-4o,0.4,0.33,0.36,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-gpt-4o-mini,0.29,0.33,0.31,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.57,0.67,0.62,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-mlx-community-phi-4-8bit,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-mistral-small-2506,0.4,0.33,0.36,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,gpt-4o-mini,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-gpt-5,0.43,0.5,0.46,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-gpt-3.5-turbo,0.8,0.67,0.73,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,mistral-small-2506,0.8,0.67,0.73,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-gpt-5-nano,0.8,0.67,0.73,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,codestral-2508,0.33,0.33,0.33,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-gpt-4o-mini,0.29,0.33,0.31,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-mlx-community-Llama-3.2-3B-Instruct-4bit,0.2,0.17,0.18,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,gpt-5-mini,0.4,0.67,0.5,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,o3-mini,0.29,0.33,0.31,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,deepseek-chat,0.22,0.33,0.27,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,claude-3-7-sonnet-20250219,0.57,0.67,0.62,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-gpt-5-mini,0.57,0.67,0.62,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-mlx-community-Falcon3-10B-Instruct-6bit,0.38,0.5,0.43,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,mlx-community-phi-4-8bit,0.43,0.5,0.46,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-mistral-large-2411,0.4,0.33,0.36,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few2-deepseek-chat,0.29,0.33,0.31,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-gpt-3.5-turbo,0.4,0.33,0.36,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,1.0,0.67,0.8,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-gpt-4o,0.67,0.67,0.67,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-mistral-large-2411,0.5,0.67,0.57,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,cot2-o3-mini,0.2,0.17,0.18,6,0,0,0,0,20,4,False
BusTransportationManagementSystem,few-mistral-small-2506,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,4,True
BusTransportationManagementSystem,few-claude-sonnet-4-5-20250929,0.5,0.5,0.5,6,0,0,0,0,20,4,False
