sub_folder_name,model_name,precision_class,recall_class,f1_class,n_classes,precision_rel,recall_rel,f1_rel,score_rel,max_score,n_rel
GasStation_KUL,few2-gpt-4-turbo,0.83,0.71,0.77,7,0.6,0.43,0.5,13,35,7
SmartHomeAutomationSystem,few-gpt-5-nano,0.64,0.41,0.5,22,0.33,0.32,0.32,24,95,19
SmartHomeAutomationSystem,gpt-5,0.38,0.27,0.32,22,0.24,0.26,0.25,20,95,19
SmartHomeAutomationSystem,few2-o3-mini,0.55,0.27,0.36,22,0.33,0.21,0.26,15,95,19
SmartHomeAutomationSystem,cot-gpt-3.5-turbo,0.89,0.36,0.52,22,0.44,0.21,0.29,9,95,19
SmartHomeAutomationSystem,cot-gpt-4-turbo,0.56,0.23,0.32,22,0.1,0.05,0.07,4,95,19
SmartHomeAutomationSystem,gpt-4-turbo,0.89,0.36,0.52,22,0.56,0.26,0.36,18,95,19
SmartHomeAutomationSystem,few-gpt-4o,0.64,0.32,0.42,22,0.07,0.05,0.06,4,95,19
SmartHomeAutomationSystem,gpt-4o,0.38,0.36,0.37,22,0.13,0.16,0.14,9,95,19
SmartHomeAutomationSystem,cot2-gpt-4o-mini,0.33,0.32,0.33,22,0.12,0.16,0.14,7,95,19
SmartHomeAutomationSystem,few-gpt-4o-mini,0.5,0.23,0.31,22,0.22,0.11,0.14,9,95,19
SmartHomeAutomationSystem,few2-gpt-4o-mini,0.62,0.23,0.33,22,0.3,0.16,0.21,6,95,19
SmartHomeAutomationSystem,few-o3-mini,0.5,0.23,0.31,22,0.36,0.21,0.27,16,95,19
SmartHomeAutomationSystem,claude-sonnet-4-5-20250929,0.45,0.41,0.43,22,0.18,0.26,0.21,17,95,19
SmartHomeAutomationSystem,cot-gpt-4o,0.42,0.23,0.29,22,0.12,0.11,0.11,7,95,19
SmartHomeAutomationSystem,few2-gpt-5-nano,0.89,0.36,0.52,22,0.43,0.32,0.36,18,95,19
SmartHomeAutomationSystem,few2-gpt-4o,0.67,0.27,0.39,22,0.33,0.21,0.26,10,95,19
SmartHomeAutomationSystem,gpt-3.5-turbo,0.64,0.32,0.42,22,0.18,0.11,0.13,7,95,19
SmartHomeAutomationSystem,few2-gpt-3.5-turbo,0.6,0.27,0.37,22,0.15,0.11,0.12,5,95,19
SmartHomeAutomationSystem,gpt-4o-mini,0.5,0.27,0.35,22,0.18,0.11,0.13,8,95,19
SmartHomeAutomationSystem,cot2-gpt-4o,0.5,0.36,0.42,22,0.11,0.11,0.11,6,95,19
SmartHomeAutomationSystem,cot2-gpt-5-nano,0.63,0.55,0.59,22,0.39,0.47,0.43,23,95,19
SmartHomeAutomationSystem,claude-3-7-sonnet-20250219,0.73,0.5,0.59,22,0.38,0.42,0.4,31,95,19
SmartHomeAutomationSystem,o3-mini,0.5,0.27,0.35,22,0.27,0.21,0.24,16,95,19
SmartHomeAutomationSystem,cot-gpt-4o-mini,0.88,0.32,0.47,22,0.45,0.26,0.33,13,95,19
SmartHomeAutomationSystem,cot-o3-mini,0.67,0.27,0.39,22,0.36,0.21,0.27,8,95,19
SmartHomeAutomationSystem,few-gpt-3.5-turbo,0.57,0.18,0.28,22,0.17,0.05,0.08,4,95,19
SmartHomeAutomationSystem,cot2-o3-mini,0.6,0.27,0.37,22,0.25,0.16,0.19,12,95,19
SmartHomeAutomationSystem,cot-gpt-5-nano,0.67,0.36,0.47,22,0.39,0.37,0.38,7,95,19
SmartHomeAutomationSystem,gpt-5-nano,0.69,0.41,0.51,22,0.42,0.42,0.42,29,95,19
SmartHomeAutomationSystem,cot2-gpt-4-turbo,0.42,0.45,0.43,22,0.29,0.32,0.3,17,95,19
SmartHomeAutomationSystem,cot2-gpt-3.5-turbo,0.53,0.45,0.49,22,0.38,0.32,0.34,15,95,19
SmartHomeAutomationSystem,few-gpt-4-turbo,0.71,0.23,0.34,22,0.5,0.16,0.24,10,95,19
SmartHomeAutomationSystem,few2-gpt-4-turbo,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,19
Cruise,few-gpt-5-nano,0.7,0.78,0.74,9,0.22,0.22,0.22,4,45,9
Cruise,gpt-5,0.8,0.89,0.84,9,0.3,0.33,0.32,5,45,9
Cruise,few2-o3-mini,0.7,0.78,0.74,9,0.3,0.33,0.32,4,45,9
Cruise,cot-gpt-3.5-turbo,0.78,0.78,0.78,9,0.3,0.33,0.32,6,45,9
Cruise,cot-gpt-4-turbo,0.7,0.78,0.74,9,0.3,0.33,0.32,6,45,9
Cruise,gpt-4-turbo,0.9,1.0,0.95,9,0.3,0.33,0.32,6,45,9
Cruise,few-gpt-4o,0.7,0.78,0.74,9,0.27,0.33,0.3,7,45,9
Cruise,gpt-4o,0.7,0.78,0.74,9,0.3,0.33,0.32,6,45,9
Cruise,cot2-gpt-4o-mini,0.58,0.78,0.67,9,0.25,0.33,0.29,6,45,9
Cruise,few-gpt-4o-mini,0.7,0.78,0.74,9,0.27,0.33,0.3,3,45,9
Cruise,few2-gpt-4o-mini,0.7,0.78,0.74,9,0.38,0.33,0.35,5,45,9
Cruise,few-o3-mini,0.7,0.78,0.74,9,0.3,0.33,0.32,5,45,9
Cruise,claude-sonnet-4-5-20250929,0.7,0.78,0.74,9,0.3,0.33,0.32,5,45,9
Cruise,cot-gpt-4o,0.7,0.78,0.74,9,0.33,0.33,0.33,6,45,9
Cruise,few2-gpt-5-nano,0.7,0.78,0.74,9,0.3,0.33,0.32,7,45,9
Cruise,few2-gpt-4o,0.8,0.89,0.84,9,0.3,0.33,0.32,3,45,9
Cruise,gpt-3.5-turbo,0.89,0.89,0.89,9,0.38,0.33,0.35,5,45,9
Cruise,few2-gpt-3.5-turbo,0.78,0.78,0.78,9,0.3,0.33,0.32,5,45,9
Cruise,gpt-4o-mini,0.7,0.78,0.74,9,0.27,0.33,0.3,6,45,9
Cruise,cot2-gpt-4o,0.7,0.78,0.74,9,0.33,0.33,0.33,7,45,9
Cruise,cot2-gpt-5-nano,0.7,0.78,0.74,9,0.3,0.33,0.32,6,45,9
Cruise,claude-3-7-sonnet-20250219,0.7,0.78,0.74,9,0.3,0.33,0.32,6,45,9
Cruise,o3-mini,0.7,0.78,0.74,9,0.3,0.33,0.32,4,45,9
Cruise,cot-gpt-4o-mini,0.7,0.78,0.74,9,0.33,0.33,0.33,6,45,9
Cruise,cot-o3-mini,0.7,0.78,0.74,9,0.3,0.33,0.32,5,45,9
Cruise,few-gpt-3.5-turbo,0.7,0.78,0.74,9,0.25,0.33,0.29,7,45,9
Cruise,cot2-o3-mini,0.7,0.78,0.74,9,0.3,0.33,0.32,4,45,9
Cruise,cot-gpt-5-nano,0.64,0.78,0.7,9,0.27,0.33,0.3,6,45,9
Cruise,gpt-5-nano,0.7,0.78,0.74,9,0.3,0.33,0.32,5,45,9
Cruise,cot2-gpt-4-turbo,0.7,0.78,0.74,9,0.33,0.33,0.33,8,45,9
Cruise,cot2-gpt-3.5-turbo,0.7,0.78,0.74,9,0.33,0.33,0.33,6,45,9
Cruise,few-gpt-4-turbo,0.7,0.78,0.74,9,0.3,0.33,0.32,7,45,9
Cruise,few2-gpt-4-turbo,0.7,0.78,0.74,9,0.36,0.44,0.4,12,45,9
BankAccount,few-gpt-5-nano,0.83,0.83,0.83,6,1.0,0.6,0.75,11,25,5
BankAccount,gpt-5,0.83,0.83,0.83,6,0.8,0.8,0.8,7,25,5
BankAccount,few2-o3-mini,0.83,0.83,0.83,6,0.8,0.8,0.8,12,25,5
BankAccount,cot-gpt-3.5-turbo,0.83,0.83,0.83,6,0.71,1.0,0.83,12,25,5
BankAccount,cot-gpt-4-turbo,0.83,0.83,0.83,6,0.8,0.8,0.8,9,25,5
BankAccount,gpt-4-turbo,0.83,0.83,0.83,6,0.83,1.0,0.91,20,25,5
BankAccount,few-gpt-4o,0.83,0.83,0.83,6,0.8,0.8,0.8,10,25,5
BankAccount,gpt-4o,0.83,0.83,0.83,6,0.83,1.0,0.91,14,25,5
BankAccount,cot2-gpt-4o-mini,0.83,0.83,0.83,6,0.83,1.0,0.91,12,25,5
BankAccount,few-gpt-4o-mini,0.83,0.83,0.83,6,0.83,1.0,0.91,15,25,5
BankAccount,few2-gpt-4o-mini,0.83,0.83,0.83,6,0.8,0.8,0.8,14,25,5
BankAccount,few-o3-mini,0.83,0.83,0.83,6,0.8,0.8,0.8,12,25,5
BankAccount,claude-sonnet-4-5-20250929,0.83,0.83,0.83,6,0.8,0.8,0.8,16,25,5
BankAccount,cot-gpt-4o,0.83,0.83,0.83,6,0.8,0.8,0.8,10,25,5
BankAccount,few2-gpt-5-nano,0.83,0.83,0.83,6,0.83,1.0,0.91,13,25,5
BankAccount,few2-gpt-4o,0.83,0.83,0.83,6,0.8,0.8,0.8,9,25,5
BankAccount,gpt-3.5-turbo,0.83,0.83,0.83,6,0.83,1.0,0.91,19,25,5
BankAccount,few2-gpt-3.5-turbo,0.83,0.83,0.83,6,0.71,1.0,0.83,13,25,5
BankAccount,gpt-4o-mini,0.83,0.83,0.83,6,0.83,1.0,0.91,18,25,5
BankAccount,cot2-gpt-4o,0.83,0.83,0.83,6,0.83,1.0,0.91,14,25,5
BankAccount,cot2-gpt-5-nano,0.83,0.83,0.83,6,1.0,0.6,0.75,10,25,5
BankAccount,claude-3-7-sonnet-20250219,0.83,0.83,0.83,6,0.8,0.8,0.8,16,25,5
BankAccount,o3-mini,0.83,0.83,0.83,6,0.8,0.8,0.8,12,25,5
BankAccount,cot-gpt-4o-mini,0.83,0.83,0.83,6,0.8,0.8,0.8,11,25,5
BankAccount,cot-o3-mini,0.83,0.83,0.83,6,1.0,0.6,0.75,6,25,5
BankAccount,few-gpt-3.5-turbo,0.83,0.83,0.83,6,0.71,1.0,0.83,17,25,5
BankAccount,cot2-o3-mini,0.83,0.83,0.83,6,1.0,0.6,0.75,11,25,5
BankAccount,cot-gpt-5-nano,0.83,0.83,0.83,6,1.0,0.6,0.75,6,25,5
BankAccount,gpt-5-nano,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,5
BankAccount,cot2-gpt-4-turbo,0.83,0.83,0.83,6,0.83,1.0,0.91,15,25,5
BankAccount,cot2-gpt-3.5-turbo,0.83,0.83,0.83,6,0.83,1.0,0.91,15,25,5
BankAccount,few-gpt-4-turbo,0.83,0.83,0.83,6,0.83,1.0,0.91,15,25,5
BankAccount,few2-gpt-4-turbo,0.83,0.83,0.83,6,0.83,1.0,0.91,10,25,5
HomeForTheElderly,few-gpt-5-nano,0.46,0.6,0.52,10,0.2,0.27,0.23,13,55,11
HomeForTheElderly,gpt-5,0.5,0.8,0.62,10,0.13,0.27,0.18,15,55,11
HomeForTheElderly,few2-o3-mini,0.67,0.8,0.73,10,0.31,0.36,0.33,18,55,11
HomeForTheElderly,cot-gpt-3.5-turbo,0.44,0.8,0.57,10,0.14,0.18,0.16,6,55,11
HomeForTheElderly,cot-gpt-4-turbo,0.5,0.6,0.55,10,0.13,0.18,0.15,4,55,11
HomeForTheElderly,gpt-4-turbo,0.5,0.6,0.55,10,0.14,0.18,0.16,8,55,11
HomeForTheElderly,few-gpt-4o,0.5,0.7,0.58,10,0.12,0.18,0.15,10,55,11
HomeForTheElderly,gpt-4o,0.47,0.7,0.56,10,0.12,0.18,0.15,8,55,11
HomeForTheElderly,cot2-gpt-4o-mini,0.35,0.8,0.48,10,0.12,0.27,0.17,11,55,11
HomeForTheElderly,few-gpt-4o-mini,0.5,0.7,0.58,10,0.14,0.18,0.16,10,55,11
HomeForTheElderly,few2-gpt-4o-mini,0.5,0.7,0.58,10,0.15,0.18,0.17,10,55,11
HomeForTheElderly,few-o3-mini,0.64,0.7,0.67,10,0.27,0.27,0.27,11,55,11
HomeForTheElderly,claude-sonnet-4-5-20250929,0.53,0.8,0.64,10,0.15,0.27,0.19,12,55,11
HomeForTheElderly,cot-gpt-4o,0.58,0.7,0.64,10,0.15,0.18,0.17,6,55,11
HomeForTheElderly,few2-gpt-5-nano,0.64,0.7,0.67,10,0.23,0.27,0.25,9,55,11
HomeForTheElderly,few2-gpt-4o,0.54,0.7,0.61,10,0.17,0.18,0.17,2,55,11
HomeForTheElderly,gpt-3.5-turbo,0.41,0.7,0.52,10,0.12,0.18,0.14,6,55,11
HomeForTheElderly,few2-gpt-3.5-turbo,0.32,0.6,0.41,10,0.12,0.18,0.14,10,55,11
HomeForTheElderly,gpt-4o-mini,0.47,0.7,0.56,10,0.14,0.18,0.16,8,55,11
HomeForTheElderly,cot2-gpt-4o,0.5,0.7,0.58,10,0.13,0.18,0.15,6,55,11
HomeForTheElderly,cot2-gpt-5-nano,0.26,0.8,0.39,10,0.08,0.27,0.12,3,55,11
HomeForTheElderly,claude-3-7-sonnet-20250219,0.62,0.8,0.7,10,0.17,0.18,0.17,8,55,11
HomeForTheElderly,o3-mini,0.62,0.8,0.7,10,0.29,0.36,0.32,18,55,11
HomeForTheElderly,cot-gpt-4o-mini,0.5,0.6,0.55,10,0.14,0.18,0.16,6,55,11
HomeForTheElderly,cot-o3-mini,0.73,0.8,0.76,10,0.33,0.36,0.35,6,55,11
HomeForTheElderly,few-gpt-3.5-turbo,0.41,0.7,0.52,10,0.1,0.18,0.12,10,55,11
HomeForTheElderly,cot2-o3-mini,0.5,0.7,0.58,10,0.21,0.27,0.24,13,55,11
HomeForTheElderly,cot-gpt-5-nano,0.5,0.7,0.58,10,0.19,0.36,0.25,8,55,11
HomeForTheElderly,gpt-5-nano,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,11
HomeForTheElderly,cot2-gpt-4-turbo,0.41,0.7,0.52,10,0.12,0.18,0.14,6,55,11
HomeForTheElderly,cot2-gpt-3.5-turbo,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,11
HomeForTheElderly,few-gpt-4-turbo,0.58,0.7,0.64,10,0.15,0.18,0.17,6,55,11
HomeForTheElderly,few2-gpt-4-turbo,0.86,0.6,0.71,10,0.29,0.18,0.22,10,55,11
House,few-gpt-5-nano,0.89,0.73,0.8,11,0.12,0.1,0.11,2,50,10
House,gpt-5,0.9,0.82,0.86,11,0.4,0.4,0.4,9,50,10
House,few2-o3-mini,1.0,0.82,0.9,11,0.44,0.4,0.42,15,50,10
House,cot-gpt-3.5-turbo,0.89,0.73,0.8,11,0.25,0.2,0.22,5,50,10
House,cot-gpt-4-turbo,1.0,0.64,0.78,11,0.33,0.2,0.25,6,50,10
House,gpt-4-turbo,0.89,0.73,0.8,11,0.5,0.4,0.44,9,50,10
House,few-gpt-4o,1.0,0.64,0.78,11,0.44,0.4,0.42,8,50,10
House,gpt-4o,1.0,0.64,0.78,11,0.4,0.2,0.27,5,50,10
House,cot2-gpt-4o-mini,0.4,0.55,0.46,11,0.15,0.2,0.17,6,50,10
House,few-gpt-4o-mini,1.0,0.64,0.78,11,0.4,0.2,0.27,5,50,10
House,few2-gpt-4o-mini,1.0,0.82,0.9,11,0.44,0.4,0.42,14,50,10
House,few-o3-mini,0.89,0.73,0.8,11,0.44,0.4,0.42,14,50,10
House,claude-sonnet-4-5-20250929,1.0,0.82,0.9,11,0.44,0.4,0.42,16,50,10
House,cot-gpt-4o,1.0,0.64,0.78,11,0.29,0.2,0.24,5,50,10
House,few2-gpt-5-nano,1.0,0.64,0.78,11,0.17,0.1,0.12,2,50,10
House,few2-gpt-4o,1.0,0.64,0.78,11,0.29,0.2,0.24,5,50,10
House,gpt-3.5-turbo,1.0,0.82,0.9,11,0.57,0.4,0.47,15,50,10
House,few2-gpt-3.5-turbo,1.0,0.82,0.9,11,0.33,0.4,0.36,7,50,10
House,gpt-4o-mini,1.0,0.82,0.9,11,0.5,0.4,0.44,9,50,10
House,cot2-gpt-4o,1.0,0.82,0.9,11,0.44,0.4,0.42,9,50,10
House,cot2-gpt-5-nano,0.67,0.73,0.7,11,0.22,0.2,0.21,7,50,10
House,claude-3-7-sonnet-20250219,1.0,0.82,0.9,11,0.44,0.4,0.42,17,50,10
House,o3-mini,1.0,0.82,0.9,11,0.44,0.4,0.42,7,50,10
House,cot-gpt-4o-mini,1.0,0.64,0.78,11,0.4,0.2,0.27,4,50,10
House,cot-o3-mini,1.0,0.82,0.9,11,0.5,0.4,0.44,7,50,10
House,few-gpt-3.5-turbo,0.89,0.73,0.8,11,0.44,0.4,0.42,16,50,10
House,cot2-o3-mini,1.0,0.82,0.9,11,0.33,0.2,0.25,7,50,10
House,cot-gpt-5-nano,0.89,0.73,0.8,11,0.44,0.4,0.42,8,50,10
House,gpt-5-nano,0.8,0.73,0.76,11,0.1,0.1,0.1,2,50,10
House,cot2-gpt-4-turbo,0.88,0.64,0.74,11,0.29,0.2,0.24,7,50,10
House,cot2-gpt-3.5-turbo,0.83,0.45,0.59,11,0.5,0.3,0.37,9,50,10
House,few-gpt-4-turbo,1.0,0.82,0.9,11,0.5,0.4,0.44,7,50,10
House,few2-gpt-4-turbo,1.0,0.82,0.9,11,0.44,0.4,0.42,8,50,10
FilmSet,few-gpt-5-nano,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,9
FilmSet,gpt-5,0.58,0.58,0.58,12,0.17,0.22,0.19,9,45,9
FilmSet,few2-o3-mini,0.62,0.67,0.64,12,0.08,0.11,0.09,2,45,9
FilmSet,cot-gpt-3.5-turbo,0.75,0.75,0.75,12,0,0,0,0,45,9
FilmSet,cot-gpt-4-turbo,0.67,0.67,0.67,12,0.15,0.22,0.18,5,45,9
FilmSet,gpt-4-turbo,0.73,0.67,0.7,12,0.2,0.22,0.21,5,45,9
FilmSet,few-gpt-4o,0.73,0.67,0.7,12,0.22,0.22,0.22,5,45,9
FilmSet,gpt-4o,0.75,0.75,0.75,12,0.46,0.67,0.55,9,45,9
FilmSet,cot2-gpt-4o-mini,0.5,0.67,0.57,12,0.07,0.11,0.08,2,45,9
FilmSet,few-gpt-4o-mini,0.75,0.75,0.75,12,0.4,0.44,0.42,15,45,9
FilmSet,few2-gpt-4o-mini,0.75,0.75,0.75,12,0,0,0,0,45,9
FilmSet,few-o3-mini,0.62,0.67,0.64,12,0.18,0.22,0.2,4,45,9
FilmSet,claude-sonnet-4-5-20250929,0.69,0.75,0.72,12,0.43,0.67,0.52,7,45,9
FilmSet,cot-gpt-4o,0.58,0.58,0.58,12,0.2,0.22,0.21,3,45,9
FilmSet,few2-gpt-5-nano,0.41,0.58,0.48,12,0,0,0,0,45,9
FilmSet,few2-gpt-4o,0.57,0.33,0.42,12,0,0,0,0,45,9
FilmSet,gpt-3.5-turbo,0.64,0.58,0.61,12,0.27,0.44,0.33,16,45,9
FilmSet,few2-gpt-3.5-turbo,0.75,0.75,0.75,12,0.36,0.44,0.4,4,45,9
FilmSet,gpt-4o-mini,0.75,0.75,0.75,12,0.4,0.44,0.42,4,45,9
FilmSet,cot2-gpt-4o,0.57,0.67,0.62,12,0,0,0,0,45,9
FilmSet,cot2-gpt-5-nano,0.42,0.67,0.52,12,0,0,0,0,45,9
FilmSet,claude-3-7-sonnet-20250219,0.69,0.75,0.72,12,0.21,0.44,0.29,20,45,9
FilmSet,o3-mini,0.62,0.67,0.64,12,0,0,0,0,45,9
FilmSet,cot-gpt-4o-mini,0.73,0.67,0.7,12,0,0,0,0,45,9
FilmSet,cot-o3-mini,0.73,0.67,0.7,12,0,0,0,0,45,9
FilmSet,few-gpt-3.5-turbo,0.69,0.75,0.72,12,0.38,0.67,0.48,8,45,9
FilmSet,cot2-o3-mini,0.8,0.67,0.73,12,0,0,0,0,45,9
FilmSet,cot-gpt-5-nano,0.67,0.67,0.67,12,0,0,0,0,45,9
FilmSet,gpt-5-nano,0.53,0.67,0.59,12,0.13,0.22,0.17,6,45,9
FilmSet,cot2-gpt-4-turbo,0.62,0.67,0.64,12,0.29,0.44,0.35,4,45,9
FilmSet,cot2-gpt-3.5-turbo,0.75,0.75,0.75,12,0.31,0.44,0.36,5,45,9
FilmSet,few-gpt-4-turbo,0.58,0.58,0.58,12,0.25,0.11,0.15,5,45,9
FilmSet,few2-gpt-4-turbo,0.73,0.67,0.7,12,0.2,0.22,0.21,3,45,9
TransportCompany,few-gpt-5-nano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,gpt-5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few2-o3-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot-gpt-3.5-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot-gpt-4-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,gpt-4-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few-gpt-4o,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,gpt-4o,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot2-gpt-4o-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few-gpt-4o-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few2-gpt-4o-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few-o3-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,claude-sonnet-4-5-20250929,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot-gpt-4o,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few2-gpt-5-nano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few2-gpt-4o,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,gpt-3.5-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few2-gpt-3.5-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,gpt-4o-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot2-gpt-4o,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot2-gpt-5-nano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,claude-3-7-sonnet-20250219,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,o3-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot-gpt-4o-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot-o3-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few-gpt-3.5-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot2-o3-mini,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot-gpt-5-nano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,gpt-5-nano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot2-gpt-4-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,cot2-gpt-3.5-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few-gpt-4-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
TransportCompany,few2-gpt-4-turbo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0
Boeing,few-gpt-5-nano,0.8,0.67,0.73,6,0.2,0.33,0.25,1,15,3
Boeing,gpt-5,0.43,0.5,0.46,6,0.12,0.33,0.18,4,15,3
Boeing,few2-o3-mini,0.5,0.5,0.5,6,0.29,0.67,0.4,7,15,3
Boeing,cot-gpt-3.5-turbo,0.33,0.33,0.33,6,0.14,0.33,0.2,3,15,3
Boeing,cot-gpt-4-turbo,0.29,0.33,0.31,6,0.11,0.33,0.17,2,15,3
Boeing,gpt-4-turbo,0.4,0.33,0.36,6,0.14,0.33,0.2,4,15,3
Boeing,few-gpt-4o,0.29,0.33,0.31,6,0.17,0.33,0.22,5,15,3
Boeing,gpt-4o,0.22,0.33,0.27,6,0.11,0.33,0.17,4,15,3
Boeing,cot2-gpt-4o-mini,0.24,0.83,0.37,6,0.06,0.33,0.11,2,15,3
Boeing,few-gpt-4o-mini,0.5,0.5,0.5,6,0.25,0.33,0.29,5,15,3
Boeing,few2-gpt-4o-mini,0.5,0.5,0.5,6,0.25,0.33,0.29,5,15,3
Boeing,few-o3-mini,0.8,0.67,0.73,6,0.4,0.67,0.5,7,15,3
Boeing,claude-sonnet-4-5-20250929,0.5,0.5,0.5,6,0.14,0.33,0.2,4,15,3
Boeing,cot-gpt-4o,0.31,0.67,0.42,6,0.08,0.33,0.13,3,15,3
Boeing,few2-gpt-5-nano,0.4,0.33,0.36,6,0.2,0.33,0.25,5,15,3
Boeing,few2-gpt-4o,0.5,0.5,0.5,6,0.2,0.33,0.25,4,15,3
Boeing,gpt-3.5-turbo,0.17,0.17,0.17,6,0,0,0,0,15,3
Boeing,few2-gpt-3.5-turbo,0.33,0.33,0.33,6,0.17,0.33,0.22,5,15,3
Boeing,gpt-4o-mini,0.25,0.33,0.29,6,0.12,0.33,0.18,4,15,3
Boeing,cot2-gpt-4o,0.22,0.33,0.27,6,0.14,0.33,0.2,3,15,3
Boeing,cot2-gpt-5-nano,0.12,0.33,0.17,6,0.06,0.33,0.11,3,15,3
Boeing,claude-3-7-sonnet-20250219,0.33,0.33,0.33,6,0.12,0.33,0.18,4,15,3
Boeing,o3-mini,0.8,0.67,0.73,6,0.4,0.67,0.5,7,15,3
Boeing,cot-gpt-4o-mini,0.43,0.5,0.46,6,0.14,0.33,0.2,3,15,3
Boeing,cot-o3-mini,0.6,0.5,0.55,6,0.4,0.67,0.5,5,15,3
Boeing,few-gpt-3.5-turbo,0.4,0.33,0.36,6,0,0,0,0,15,3
Boeing,cot2-o3-mini,0.5,0.5,0.5,6,0.17,0.33,0.22,4,15,3
Boeing,cot-gpt-5-nano,0.45,0.83,0.59,6,0.18,0.67,0.29,5,15,3
Boeing,gpt-5-nano,0.67,0.67,0.67,6,0.17,0.33,0.22,1,15,3
Boeing,cot2-gpt-4-turbo,0.27,0.5,0.35,6,0.09,0.33,0.14,5,15,3
Boeing,cot2-gpt-3.5-turbo,0.21,0.5,0.3,6,0.07,0.33,0.12,3,15,3
Boeing,few-gpt-4-turbo,0.6,0.5,0.55,6,0.2,0.33,0.25,5,15,3
Boeing,few2-gpt-4-turbo,0.4,0.33,0.36,6,0,0,0,0,15,3
AirTravel,few-gpt-5-nano,0.78,0.54,0.64,13,0.28,0.38,0.32,10,65,13
AirTravel,gpt-5,0.6,0.46,0.52,13,0.36,0.38,0.37,20,65,13
AirTravel,few2-o3-mini,0.6,0.46,0.52,13,0.4,0.46,0.43,12,65,13
AirTravel,cot-gpt-3.5-turbo,0.78,0.54,0.64,13,0.25,0.15,0.19,2,65,13
AirTravel,cot-gpt-4-turbo,0.6,0.46,0.52,13,0.23,0.23,0.23,6,65,13
AirTravel,gpt-4-turbo,0.7,0.54,0.61,13,0.38,0.38,0.38,10,65,13
AirTravel,few-gpt-4o,0.6,0.46,0.52,13,0.2,0.15,0.17,4,65,13
AirTravel,gpt-4o,0.55,0.46,0.5,13,0.23,0.23,0.23,6,65,13
AirTravel,cot2-gpt-4o-mini,0.64,0.54,0.58,13,0.2,0.15,0.17,4,65,13
AirTravel,few-gpt-4o-mini,0.8,0.62,0.7,13,0.5,0.31,0.38,8,65,13
AirTravel,few2-gpt-4o-mini,0.6,0.46,0.52,13,0.57,0.31,0.4,8,65,13
AirTravel,few-o3-mini,0.6,0.46,0.52,13,0.33,0.38,0.36,10,65,13
